#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_amarillo;Amarillo;Amarillo;Amarillo;;Amarillo;;;;;;;;;x
c_amarillo_adj;Amarilloan;Amarilloan;Amarilloan;;Amarilloan;;;;;;;;;x
c_amazonas;Amazonas;Amazonas;Amazonas;;Amazonas;;;;;;;;;x
c_amazonas_adj;Amazonian;Amazonian;Amazonian;;Amazonian;;;;;;;;;x
c_americanist_vp;Vice Presidency;Vice Presidency;Vice Presidency;;Vice Presidency;;;;;;;;;x
c_americanist_vp_adj;Vice Presidential;Vice Presidential;Vice Presidential;;Vice Presidential;;;;;;;;;x
c_amiante;Amiante;Amiante;Amiante;;Amiante;;;;;;;;;x
c_amiante_adj;Amianter;Amianter;Amianter;;Amianter;;;;;;;;;x
c_anaco;Anaco;Anaco;Anaco;;Anaco;;;;;;;;;x
c_anaco_adj;Anacoan;Anacoan;Anacoan;;Anacoan;;;;;;;;;x
c_andros;Andros;Andros;Andros;;Andros;;;;;;;;;x
c_andros_adj;Androssan;Androssan;Androssan;;Androssan;;;;;;;;;x
c_angostura;Angostura;Angostura;Angostura;;Angostura;;;;;;;;;x
c_anguilla_and_st_martin;Anguilla & St. Martin;Anguilla & St. Martin;Anguilla & St. Martin;;Anguilla & St. Martin;;;;;;;;;x
c_anguilla_and_st_martin_adj;Anguillian;Anguillian;Anguillian;;Anguillian;;;;;;;;;x
c_anguille;Anguille;Anguille;Anguille;;Anguille;;;;;;;;;x
c_anguille_adj;Anguillean;Anguillean;Anguillean;;Anguillean;;;;;;;;;x
c_annapolis;Annapolis;Annapolis;Annapolis;;Annapolis;;;;;;;;;x
c_annapolis_adj;Annapolitan;Annapolitan;Annapolitan;;Annapolitan;;;;;;;;;x
c_anoka;Anoka;Anoka;Anoka;;Anoka;;;;;;;;;x
c_anoka_adj;Anokan;Anokan;Anokan;;Anokan;;;;;;;;;x
c_antelope;Antelope;Antelope;Antelope;;Antelope;;;;;;;;;x
c_antelope_adj;Anteloper;Anteloper;Anteloper;;Anteloper;;;;;;;;;x
c_anticosti;Anticosti;Anticosti;Anticosti;;Anticosti;;;;;;;;;x
c_anticosti_adj;Anticostan;Anticostan;Anticostan;;Anticostan;;;;;;;;;x
c_antigonish;Antigonish;Antigonish;Antigonish;;Antigonish;;;;;;;;;x
c_antigonish_adj;Antigonisher;Antigonisher;Antigonisher;;Antigonisher;;;;;;;;;x
c_antigua;Antigua;Antigua;Antigua;;Antigua;;;;;;;;;x
c_antigua_adj;Antiguan;Antiguan;Antiguan;;Antiguan;;;;;;;;;x
c_antigua_and_barbuda;Antiguan & Barbuda;Antiguan & Barbuda;Antiguan & Barbuda;;Antiguan & Barbuda;;;;;;;;;x
c_antigua_and_barbuda_adj;Antiguan & Barbudan;Antiguan & Barbudan;Antiguan & Barbudan;;Antiguan & Barbudan;;;;;;;;;x
c_antonio_diaz;Antonio Díaz;Antonio Díaz;Antonio Díaz;;Antonio Díaz;;;;;;;;;x
c_antonio_diaz_adj;Antonio Díazian;Antonio Díazian;Antonio Díazian;;Antonio Díazian;;;;;;;;;x
c_apalachicola;Apalachicola;Apalachicola;Apalachicola;;Apalachicola;;;;;;;;;x
c_apalachicola_adj;Apalachicolan;Apalachicolan;Apalachicolan;;Apalachicolan;;;;;;;;;x
c_apure;Apure;Apure;Apure;;Apure;;;;;;;;;x
c_apure_adj;Apurean;Apurean;Apurean;;Apurean;;;;;;;;;x
c_aragua;Aragua;Aragua;Aragua;;Aragua;;;;;;;;;x
c_aragua_adj;Araguan;Araguan;Araguan;;Araguan;;;;;;;;;x
c_arauca;Arauca;Arauca;Arauca;;Arauca;;;;;;;;;x
c_arauca_adj;Araucan;Araucan;Araucan;;Araucan;;;;;;;;;x
c_araure;Araure;Araure;Araure;;Araure;;;;;;;;;x
c_araure_adj;Araurean;Araurean;Araurean;;Araurean;;;;;;;;;x
c_ariari;Ariari;Ariari;Ariari;;Ariari;;;;;;;;;x
c_ariari_adj;Ariarian;Ariarian;Ariarian;;Ariarian;;;;;;;;;x
c_arismendi;Arismendi;Arismendi;Arismendi;;Arismendi;;;;;;;;;x
c_arismendi_adj;Arismendian;Arismendian;Arismendian;;Arismendian;;;;;;;;;x
c_arkabutla;Arkabutla;Arkabutla;Arkabutla;;Arkabutla;;;;;;;;;x
c_arkabutla_adj;Arkabutlan;Arkabutlan;Arkabutlan;;Arkabutlan;;;;;;;;;x
c_arp;Arp;Arp;Arp;;Arp;;;;;;;;;x
c_arp_adj;Arpitan;Arpitan;Arpitan;;Arpitan;;;;;;;;;x
c_artemisa;Artemisa;Artemisa;Artemisa;;Artemisa;;;;;;;;;x
c_artemisa_adj;Artemisan;Artemisan;Artemisan;;Artemisan;;;;;;;;;x
c_artibonite;Artibonite;Artibonite;Artibonite;;Artibonite;;;;;;;;;x
c_artibonite_adj;Artiboniter;Artiboniter;Artiboniter;;Artiboniter;;;;;;;;;x
c_aruba;Aruba;Aruba;Aruba;;Aruba;;;;;;;;;x
c_aruba_adj;Aruban;Aruban;Aruban;;Aruban;;;;;;;;;x
c_ascension;Ascensión;Ascensión;Ascensión;;Ascensión;;;;;;;;;x
c_ascension_adj;Ascender;Ascender;Ascender;;Ascender;;;;;;;;;x
c_ashtabula;Ashtabula;Ashtabula;Ashtabula;;Ashtabula;;;;;;;;;x
c_ashtabula_adj;Ashtabulan;Ashtabulan;Ashtabulan;;Ashtabulan;;;;;;;;;x
c_atchafalaya;Atchafalaya;Atchafalaya;Atchafalaya;;Atchafalaya;;;;;;;;;x
c_atchafalaya_adj;Atchafalayan;Atchafalayan;Atchafalayan;;Atchafalayan;;;;;;;;;x
c_atchison;Atchison;Atchison;Atchison;;Atchison;;;;;;;;;x
c_atchison_adj;Atchisonian;Atchisonian;Atchisonian;;Atchisonian;;;;;;;;;x
c_atenango_del_rio;Atenango del Río;Atenango del Río;Atenango del Río;;Atenango del Río;;;;;;;;;x
c_atenango_del_rio_adj;Atenango del Río;Atenango del Río;Atenango del Río;;Atenango del Río;;;;;;;;;x
c_atenas;Atenas;Atenas;Atenas;;Atenas;;;;;;;;;x
c_atenas_adj;Atenasian;Atenasian;Atenasian;;Atenasian;;;;;;;;;x
c_athabasca;Athabasca;Athabasca;Athabasca;;Athabasca;;;;;;;;;x
c_athabasca_adj;Athabasca;Athabasca;Athabasca;;Athabasca;;;;;;;;;x
c_athens;Athens;Athens;Athens;;Athens;;;;;;;;;x
c_athens_adj;Athenian;Athenian;Athenian;;Athenian;;;;;;;;;x
c_atikaki;Atikaki;Atikaki;Atikaki;;Atikaki;;;;;;;;;x
c_atikaki_adj;Atikakian;Atikakian;Atikakian;;Atikakian;;;;;;;;;x
c_atitlan;Atitlán;Atitlán;Atitlán;;Atitlán;;;;;;;;;x
c_atitlan_adj;Atitlánan;Atitlánan;Atitlánan;;Atitlánan;;;;;;;;;x
c_atlanta;Atlanta;Atlanta;Atlanta;;Atlanta;;;;;;;;;x
c_atlanta_adj;Atlantic;Atlantic;Atlantic;;Atlantic;;;;;;;;;x
c_atlin;Atlin;Atlin;Atlin;;Atlin;;;;;;;;;x
c_atlin_adj;Atlin;Atlin;Atlin;;Atlin;;;;;;;;;x
c_atrato;Atrato;Atrato;Atrato;;Atrato;;;;;;;;;x
c_atrato_adj;Atratian;Atratian;Atratian;;Atratian;;;;;;;;;x
c_atures;Atures;Atures;Atures;;Atures;;;;;;;;;x
c_atures_adj;Atures;Atures;Atures;;Atures;;;;;;;;;x
c_augusta;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
c_augusta_adj;August;August;August;;August;;;;;;;;;x
c_autana;Autana;Autana;Autana;;Autana;;;;;;;;;x
c_autana_adj;Autanan;Autanan;Autanan;;Autanan;;;;;;;;;x
c_avenal;Avenal;Avenal;Avenal;;Avenal;;;;;;;;;x
c_avenal_adj;Avenalian;Avenalian;Avenalian;;Avenalian;;;;;;;;;x
c_azuero;Azuero;Azuero;Azuero;;Azuero;;;;;;;;;x
c_azuero_adj;Azuerian;Azuerian;Azuerian;;Azuerian;;;;;;;;;x
c_badiraguato;Badiraguato;Badiraguato;Badiraguato;;Badiraguato;;;;;;;;;x
c_badiraguato_adj;Badiraguato;Badiraguato;Badiraguato;;Badiraguato;;;;;;;;;x
c_bahia_kino;Bahía Kino;Bahía Kino;Bahía Kino;;Bahía Kino;;;;;;;;;x
c_bahia_kino_adj;Bahía Kino;Bahía Kino;Bahía Kino;;Bahía Kino;;;;;;;;;x
c_bajo_cauca;Bajo Cauca;Bajo Cauca;Bajo Cauca;;Bajo Cauca;;;;;;;;;x
c_bajo_cauca_adj;Bajo Caucan;Bajo Caucan;Bajo Caucan;;Bajo Caucan;;;;;;;;;x
c_baker;Baker;Baker;Baker;;Baker;;;;;;;;;x
c_baker_adj;Baker;Baker;Baker;;Baker;;;;;;;;;x
c_bako;Bako;Bako;Bako;;Bako;;;;;;;;;x
c_bako_adj;Bakian;Bakian;Bakian;;Bakian;;;;;;;;;x
c_bald_knob;Bald Knob;Bald Knob;Bald Knob;;Bald Knob;;;;;;;;;x
c_bald_knob_adj;Bald;Bald;Bald;;Bald;;;;;;;;;x
c_baldwin;Baldwin;Baldwin;Baldwin;;Baldwin;;;;;;;;;x
c_baldwin_adj;Baldwin;Baldwin;Baldwin;;Baldwin;;;;;;;;;x
c_baltimore;Baltimore;Baltimore;Baltimore;;Baltimore;;;;;;;;;x
c_baltimore_adj;Baltimorean;Baltimorean;Baltimorean;;Baltimorean;;;;;;;;;x
c_bancroft;Bancroft;Bancroft;Bancroft;;Bancroft;;;;;;;;;x
c_bancroft_adj;Bancroftian;Bancroftian;Bancroftian;;Bancroftian;;;;;;;;;x
c_banff;Banff;Banff;Banff;;Banff;;;;;;;;;x
c_banff_adj;Banffan;Banffan;Banffan;;Banffan;;;;;;;;;x
c_bangor;Bangor;Bangor;Bangor;;Bangor;;;;;;;;;x
c_bangor_adj;Bangorean;Bangorean;Bangorean;;Bangorean;;;;;;;;;x
c_bannock;Bannock;Bannock;Bannock;;Bannock;;;;;;;;;x
c_bannock_adj;Bannocker;Bannocker;Bannocker;;Bannocker;;;;;;;;;x
c_baracoa;Baracoa;Baracoa;Baracoa;;Baracoa;;;;;;;;;x
c_baracoa_adj;Baracoan;Baracoan;Baracoan;;Baracoan;;;;;;;;;x
c_baraga_lanse;Baragan;Baragan;Baragan;;Baragan;;;;;;;;;x
c_baraga_lanse_adj;Baragan;Baragan;Baragan;;Baragan;;;;;;;;;x
c_barahona;Barahona;Barahona;Barahona;;Barahona;;;;;;;;;x
c_barahona_adj;Barahonan;Barahonan;Barahonan;;Barahonan;;;;;;;;;x
c_baralt;Baralt;Baralt;Baralt;;Baralt;;;;;;;;;x
c_baralt_adj;Baraltian;Baraltian;Baraltian;;Baraltian;;;;;;;;;x
c_baranof;Baranof;Baranof;Baranof;;Baranof;;;;;;;;;x
c_baranof_adj;Baranof;Baranof;Baranof;;Baranof;;;;;;;;;x
c_barbados;Barbados;Barbados;Barbados;;Barbados;;;;;;;;;x
c_barbados_adj;Barbadian;Barbadian;Barbadian;;Barbadian;;;;;;;;;x
c_barcelona;Barcelona;Barcelona;Barcelona;;Barcelona;;;;;;;;;x
c_barcelona_adj;Barcelonan;Barcelonan;Barcelonan;;Barcelonan;;;;;;;;;x
c_barima;Barima;Barima;Barima;;Barima;;;;;;;;;x
c_barima_adj;Bariman;Bariman;Bariman;;Bariman;;;;;;;;;x
c_barinas;Barinas;Barinas;Barinas;;Barinas;;;;;;;;;x
c_barinas_adj;Barinasian;Barinasian;Barinasian;;Barinasian;;;;;;;;;x
c_barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;;Barquisimeto;;;;;;;;;x
c_barquisimeto_adj;Barquisimetian;Barquisimetian;Barquisimetian;;Barquisimetian;;;;;;;;;x
c_barrancabermeja;Barrancabermeja;Barrancabermeja;Barrancabermeja;;Barrancabermeja;;;;;;;;;x
c_barrancabermeja_adj;Barrancabermejan;Barrancabermejan;Barrancabermejan;;Barrancabermejan;;;;;;;;;x
c_barranco_minas;Barranco Minas;Barranco Minas;Barranco Minas;;Barranco Minas;;;;;;;;;x
c_barranco_minas_adj;Barrancominean;Barrancominean;Barrancominean;;Barrancominean;;;;;;;;;x
c_barstow;Barstow;Barstow;Barstow;;Barstow;;;;;;;;;x
c_barstow_adj;Barstowan;Barstowan;Barstowan;;Barstowan;;;;;;;;;x
c_bas_labelle;Bas Labelle;Bas Labelle;Bas Labelle;;Bas Labelle;;;;;;;;;x
c_bas_labelle_adj;Labeller;Labeller;Labeller;;Labeller;;;;;;;;;x
c_batchawana;Batchawana;Batchawana;Batchawana;;Batchawana;;;;;;;;;x
c_batchawana_adj;Batchawanan;Batchawanan;Batchawanan;;Batchawanan;;;;;;;;;x
c_baton_rouge;Baton Rouge;Baton Rouge;Baton Rouge;;Baton Rouge;;;;;;;;;x
c_baton_rouge_adj;Baton Rougean;Baton Rougean;Baton Rougean;;Baton Rougean;;;;;;;;;x
c_battleford;Battleford;Battleford;Battleford;;Battleford;;;;;;;;;x
c_battleford_adj;Battleforder;Battleforder;Battleforder;;Battleforder;;;;;;;;;x
c_bawating;Bawating;Bawating;Bawating;;Bawating;;;;;;;;;x
c_bawating_adj;Bawatinger;Bawatinger;Bawatinger;;Bawatinger;;;;;;;;;x
c_bayamon;Bayamon;Bayamon;Bayamon;;Bayamon;;;;;;;;;x
c_bayamon_adj;Bayaman;Bayaman;Bayaman;;Bayaman;;;;;;;;;x
c_bayou_pierre;Bayou Pierre;Bayou Pierre;Bayou Pierre;;Bayou Pierre;;;;;;;;;x
c_bayou_pierre_adj;Bayou Pierrean;Bayou Pierrean;Bayou Pierrean;;Bayou Pierrean;;;;;;;;;x
c_bear_river;Bear River;Bear River;Bear River;;Bear River;;;;;;;;;x
c_bear_river_adj;Bear Riverine;Bear Riverine;Bear Riverine;;Bear Riverine;;;;;;;;;x
c_beauce;Beauce;Beauce;Beauce;;Beauce;;;;;;;;;x
c_beauce_adj;Beauce;Beauce;Beauce;;Beauce;;;;;;;;;x
c_beaufort;Beaufort;Beaufort;Beaufort;;Beaufort;;;;;;;;;x
c_beaufort_adj;Beaufortian;Beaufortian;Beaufortian;;Beaufortian;;;;;;;;;x
c_beaumont;Beaumont;Beaumont;Beaumont;;Beaumont;;;;;;;;;x
c_beaumont_adj;Beaumonter;Beaumonter;Beaumonter;;Beaumonter;;;;;;;;;x
c_beaver_river;Beaver River;Beaver River;Beaver River;;Beaver River;;;;;;;;;x
c_beaver_river_adj;Beaver River;Beaver River;Beaver River;;Beaver River;;;;;;;;;x
c_beaverhead;Beaverhead;Beaverhead;Beaverhead;;Beaverhead;;;;;;;;;x
c_beaverhead_adj;Beaverheader;Beaverheader;Beaverheader;;Beaverheader;;;;;;;;;x
c_becker;Becker;Becker;Becker;;Becker;;;;;;;;;x
c_becker_adj;Beckerer;Beckerer;Beckerer;;Beckerer;;;;;;;;;x
c_belknap;Belknap;Belknap;Belknap;;Belknap;;;;;;;;;x
c_belknap_adj;Belknapi;Belknapi;Belknapi;;Belknapi;;;;;;;;;x
c_belknap_lakes_adj;Belknap Lacustrine;Belknap Lacustrine;Belknap Lacustrine;;Belknap Lacustrine;;;;;;;;;x
c_bemidji;Bemidji;Bemidji;Bemidji;;Bemidji;;;;;;;;;x
c_bemidji_adj;Bemidjian;Bemidjian;Bemidjian;;Bemidjian;;;;;;;;;x
c_benefactor;Benefactor;Benefactor;Benefactor;;Benefactor;;;;;;;;;x
c_benefactor_adj;Beneficient;Beneficient;Beneficient;;Beneficient;;;;;;;;;x
c_benning;Benning;Benning;Benning;;Benning;;;;;;;;;x
c_benning_adj;Benningian;Benningian;Benningian;;Benningian;;;;;;;;;x
c_bennington;Bennington;Bennington;Bennington;;Bennington;;;;;;;;;x
c_bennington_adj;Benningtonian;Benningtonian;Benningtonian;;Benningtonian;;;;;;;;;x
c_benton;Benton;Benton;Benton;;Benton;;;;;;;;;x
c_benton_adj;Benton;Benton;Benton;;Benton;;;;;;;;;x
c_berkshires;Berkshires;Berkshires;Berkshires;;Berkshires;;;;;;;;;x
c_berkshires_adj;Berk;Berk;Berk;;Berk;;;;;;;;;x
c_bermuda;Bermuda;Bermuda;Bermuda;;Bermuda;;;;;;;;;x
c_bermuda_adj;Bermudan;Bermudan;Bermudan;;Bermudan;;;;;;;;;x
c_bexar;Bexar;Bexar;Bexar;;Bexar;;;;;;;;;x
c_bexar_adj;Antonian;Antonian;Antonian;;Antonian;;;;;;;;;x
c_big_bend;Big Bend;Big Bend;Big Bend;;Big Bend;;;;;;;;;x
c_big_bend_adj;Big Bender;Big Bender;Big Bender;;Big Bender;;;;;;;;;x
c_big_horn;Big Horn;Big Horn;Big Horn;;Big Horn;;;;;;;;;x
c_big_horn_adj;Big Horner;Big Horner;Big Horner;;Big Horner;;;;;;;;;x
c_big_lakes;Big Lakes;Big Lakes;Big Lakes;;Big Lakes;;;;;;;;;x
c_big_lakes_adj;Big Laker;Big Laker;Big Laker;;Big Laker;;;;;;;;;x
c_big_moose;Big Moose;Big Moose;Big Moose;;Big Moose;;;;;;;;;x
c_big_moose_adj;Alcean;Alcean;Alcean;;Alcean;;;;;;;;;x
c_big_trout;Big Trout;Big Trout;Big Trout;;Big Trout;;;;;;;;;x
c_big_trout_adj;Big Trout;Big Trout;Big Trout;;Big Trout;;;;;;;;;x
c_billings;Billings;Billings;Billings;;Billings;;;;;;;;;x
c_billings_adj;Billings;Billings;Billings;;Billings;;;;;;;;;x
c_biloxi;Biloxi;Biloxi;Biloxi;;Biloxi;;;;;;;;;x
c_biloxi_adj;Biloxian;Biloxian;Biloxian;;Biloxian;;;;;;;;;x
c_bingham;Bingham;Bingham;Bingham;;Bingham;;;;;;;;;x
c_bingham_adj;Binghamite;Binghamite;Binghamite;;Binghamite;;;;;;;;;x
c_birmingham;Birmingham;Birmingham;Birmingham;;Birmingham;;;;;;;;;x
c_birmingham_adj;Birminghamian;Birminghamian;Birminghamian;;Birminghamian;;;;;;;;;x
c_bismarck;Bismarck;Bismarck;Bismarck;;Bismarck;;;;;;;;;x
c_bismarck_adj;Prussian;Prussian;Prussian;;Prussian;;;;;;;;;x
c_bitterroot_valley;Bitterroot Valley;Bitterroot Valley;Bitterroot Valley;;Bitterroot Valley;;;;;;;;;x
c_bitterroot_valley_adj;Bitterroot;Bitterroot;Bitterroot;;Bitterroot;;;;;;;;;x
c_black;Black;Black;Black;;Black;;;;;;;;;x
c_black_adj;Blacker;Blacker;Blacker;;Blacker;;;;;;;;;x
c_black_hills;Black Hills;Black Hills;Black Hills;;Black Hills;;;;;;;;;x
c_black_hills_adj;Black Hiller;Black Hiller;Black Hiller;;Black Hiller;;;;;;;;;x
c_black_river;Black River;Black River;Black River;;Black River;;;;;;;;;x
c_black_river_adj;Black Riverine;Black Riverine;Black Riverine;;Black Riverine;;;;;;;;;x
c_black_rock;Black Rock;Black Rock;Black Rock;;Black Rock;;;;;;;;;x
c_black_rock_adj;Black Rockian;Black Rockian;Black Rockian;;Black Rockian;;;;;;;;;x
c_black_swamp;Black Swamp;Black Swamp;Black Swamp;;Black Swamp;;;;;;;;;x
c_black_swamp_adj;Black Swampman;Black Swampman;Black Swampman;;Black Swampman;;;;;;;;;x
c_blackshear;Blackshear;Blackshear;Blackshear;;Blackshear;;;;;;;;;x
c_blackshear_adj;Blackshearan;Blackshearan;Blackshearan;;Blackshearan;;;;;;;;;x
c_blue_earth;Blue Earth;Blue Earth;Blue Earth;;Blue Earth;;;;;;;;;x
c_blue_earth_adj;Blue Earthean;Blue Earthean;Blue Earthean;;Blue Earthean;;;;;;;;;x
c_blue_licks;Blue Lick;Blue Lick;Blue Lick;;Blue Lick;;;;;;;;;x
c_blue_licks_adj;Blue Licker;Blue Licker;Blue Licker;;Blue Licker;;;;;;;;;x
c_bluefield;Bluefield;Bluefield;Bluefield;;Bluefield;;;;;;;;;x
c_bluefield_adj;Bluefielder;Bluefielder;Bluefielder;;Bluefielder;;;;;;;;;x
c_bluefields;Bluefields;Bluefields;Bluefields;;Bluefields;;;;;;;;;x
c_bluefields_adj;Bluefieldser;Bluefieldser;Bluefieldser;;Bluefieldser;;;;;;;;;x
c_bluffwoods;Bluffwoods;Bluffwoods;Bluffwoods;;Bluffwoods;;;;;;;;;x
c_bluffwoods_adj;Bluffwoodsmen;Bluffwoodsmen;Bluffwoodsmen;;Bluffwoodsmen;;;;;;;;;x
c_blythe;Blythe;Blythe;Blythe;;Blythe;;;;;;;;;x
c_blythe_adj;Blythean;Blythean;Blythean;;Blythean;;;;;;;;;x
c_boa_vista;Boa Vista;Boa Vista;Boa Vista;;Boa Vista;;;;;;;;;x
c_boa_vista_adj;Boa Conscripter;Boa Conscripter;Boa Conscripter;;Boa Conscripter;;;;;;;;;x
c_bocas_del_toro;Bocas del Toro;Bocas del Toro;Bocas del Toro;;Bocas del Toro;;;;;;;;;x
c_bocas_del_toro_adj;Bocas del Torian;Bocas del Torian;Bocas del Torian;;Bocas del Torian;;;;;;;;;x
c_bogota;Bogotá;Bogotá;Bogotá;;Bogotá;;;;;;;;;x
c_bogota_adj;Bogotáian;Bogotáian;Bogotáian;;Bogotáian;;;;;;;;;x
c_boise;Boise;Boise;Boise;;Boise;;;;;;;;;x
c_boise_adj;Boisean;Boisean;Boisean;;Boisean;;;;;;;;;x
c_bonaire;Bonaire;Bonaire;Bonaire;;Bonaire;;;;;;;;;x
c_bonaire_adj;Bonairean;Bonairean;Bonairean;;Bonairean;;;;;;;;;x
c_bonaventure;Bonaventure;Bonaventure;Bonaventure;;Bonaventure;;;;;;;;;x
c_bonaventure_adj;Bonaventurer;Bonaventurer;Bonaventurer;;Bonaventurer;;;;;;;;;x
c_bonavista;Bonavista;Bonavista;Bonavista;;Bonavista;;;;;;;;;x
c_bonavista_adj;Bonavistan;Bonavistan;Bonavistan;;Bonavistan;;;;;;;;;x
