#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#All credit for Nahua titles go to Polokotsin

baron_female_ozzi;Viscountess;;;;;;;;;;;;;x
baron_female_petropavlovskiy;Boyar;;;;;;;;;;;;;x
baron_female_portuguese;Baronesa;;;;;;;;;;;;;x
baron_female_portunhol;Baronesa;;;;;;;;;;;;;x
baron_female_prairielander;Viscountess;;;;;;;;;;;;;x
baron_female_purepecha;T'eroncheti;T'eroncheti;T'eroncheti;;T'eroncheti;;;;;;;;;x
baron_female_quebecois;Chevalière;;;;;;;;;x
baron_female_primorsky;Boyar;;;;;;;;;;;;;x
baron_female_zapotec;Xiaga;Xiaga;Xiaga;;Xiaga;;;;;;;;;x
baron_gothamite;Patroon;;;;;;;;;;;;;x
baron_hudsonian;Patroon;;;;;;;;;;;;;x
baron_mayan;Tupil;;;;;;;;;;;;;x
baron_metis;Tipayhtum;;;;;;;;;;;;;x
baron_mexicano;Hidalgo;;;;;;;;;;;;;x
baron_mikmaq;Autmoin;;;;;;;;;x
baron_mixtec;Ndaj'a;Ndaj'a;Ndaj'a;;Ndaj'a;;;;;;;;;x
baron_nahua;Topilejketl;Topilejketl;Topilejketl;;Topilejketl;;;;;;;;;x
baron_raramuri;Kapitani;Kapitani;Kapitani;;Kapitani;;;;;;;;;x
baron_ontarian;Viscount;;;;;;;;;;;;;x
baron_orinocense;Patrón;;;;;;;;;;;;;x
baron_ozzi;Viscount;;;;;;;;;;;;;x
baron_petropavlovskiy;Boyar;;;;;;;;;;;;;x
baron_portuguese;Barão;;;;;;;;;;;;;x
baron_portunhol;Barão;;;;;;;;;;;;;x
baron_purepecha;T'eroncheti;T'eroncheti;T'eroncheti;;T'eroncheti;;;;;;;;;x
baron_quebecois;Chevalier;;;;;;;;;x
baron_primorsky;Boyar;;;;;;;;;;;;;x
baron_zapotec;Xiaga;Xiaga;Xiaga;;Xiaga;;;;;;;;;x
barony_americanist;Garrison;;;;;;;;;;;;;x
barony_andino;Patronato;;;;;;;;;;;;;x
barony_brethren;Lieutenancy;;;;;;;;;;;;;x
barony_britannic;Viscountship;;;;;;;;;;;;;x
barony_canuck;Viscountship;;;;;;;;;;;;;x
barony_caribbanglo;Viscountship;;;;;;;;;;;;;x
barony_caribeno;Patronato;;;;;;;;;;;;;x
barony_centrolatino;Patronato;;;;;;;;;;;;;x
barony_chicano;Hidalguía;;;;;;;;;;;;;x
barony_mexicano;Hidalguía;;;;;;;;;;;;;x
barony_consumerist;Office;;;;;;;;;;;;;x
barony_costero;Patronato;;;;;;;;;;;;;x
barony_edokko;Dankoku;;;;;;;;;;;;;x
barony_gaian;Thicket;;;;;;;;;;;;;x
barony_gothamite;Patroonship;;;;;;;;;;;;;x
barony_hudsonian;Patroonship;;;;;;;;;;;;;x
barony_mixtec;Ñuu;Ñuu;Ñuu;;Ñuu;;;;;;;;;x
barony_nahua;Kalpan;Kalpan;Kalpan;;Kalpan;;;;;;;;;x
barony_raramuri;Póbora;Póbora;Póbora;;Póbora;;;;;;;;;x
barony_of_americanist;Garrison of;;;;;;;;;;;;;x
barony_of_andino;Patronato of;;;;;;;;;;;;;x
barony_of_brethren;Lieutenancy of;;;;;;;;;;;;;x
barony_of_britannic;Viscountship of;;;;;;;;;;;;;x
barony_of_canuck;Viscountship of;;;;;;;;;;;;;x
barony_of_caribbanglo;Viscountship of;;;;;;;;;;;;;x
barony_of_caribeno;Patronato of;;;;;;;;;;;;;x
barony_of_centrolatino;Patronato of;;;;;;;;;;;;;x
barony_of_chicano;Hidalguía of;;;;;;;;;;;;;x
barony_of_consumerist;Office of;;;;;;;;;;;;;x
barony_of_costero;Patronato of;;;;;;;;;;;;;x
barony_of_edokko;Dankoku of;;;;;;;;;;;;;x
barony_of_gaian;Thicket of;;;;;;;;;;;;;x
barony_of_gothamite;Patroonship of;;;;;;;;;;;;;x
barony_of_hudsonian;Patroonship of;;;;;;;;;;;;;x
barony_of_mexicano;Hidalguía of;;;;;;;;;;;;;x
barony_of_mixtec;Ñuu of;;;;;;;;;;;;;x #Town
barony_of_nahua;Kalpan of;;;;;;;;;;;;;x
barony_of_raramuri;Póbora of;;;;;;;;;;;;;x
barony_of_ontarian;Viscountship of;;;;;;;;;;;;;x
barony_of_orinocense;Patronato of;;;;;;;;;;;;;x
barony_of_ozzi;Viscountship of;;;;;;;;;;;;;x
barony_of_petropavlovskiy;Bojárynja of;;;;;;;;;;;;;x
barony_of_prairielander;Viscountship of;;;;;;;;;;;;;x
barony_of_purepecha;Ireta;Ireta;Ireta;;Ireta;;;;;;;;;x
barony_of_primorsky;Bojárynja of;;;;;;;;;;;;;x
barony_of_zapotec;Guidxihuiini of;;;;;;;;;;;;;x
barony_ontarian;Viscountship;;;;;;;;;;;;;x
barony_orinocense;Patronato;;;;;;;;;;;;;x
barony_ozzi;Viscountship;;;;;;;;;;;;;x
barony_petropavlovskiy;Bojárynja;;;;;;;;;;;;;x
barony_prairielander;Viscountship;;;;;;;;;;;;;x
barony_purepecha;Ireta of;;;;;;;;;;;;;x
barony_primorsky;Bojárynja;;;;;;;;;;;;;x
barony_zapotec;Guidxihuiini;Guidxihuiini;Guidxihuiini;;Guidxihuiini;;;;;;;;;x
city_baron_andino;Alcalde;;;;;;;;;;;;;x
city_baron_brethren;Landsman;;;;;;;;;;;;;x
city_baron_caribeno;Alcalde;;;;;;;;;;;;;x
city_baron_centrolatino;Alcalde;;;;;;;;;;;;;x
city_baron_chicagoan;Associate;;;;;;;;;;;;;x
city_baron_chicano;Alcalde;;;;;;;;;;;;;x
city_baron_chrome_cultist;Machinist;;;;;;;;;;;;;x
city_baron_consumerist_female;Manager;;;;;;;;;;;;;x
city_baron_consumerist;Manager;;;;;;;;;;;;;x
city_baron_costero;Alcalde;;;;;;;;;;;;;x
city_baron_edokko;Shicho;;;;;;;;;;;;;x
city_baron_gaian;Gardener;;;;;;;;;;;;;x
city_baron_female_andino;Alcadesa;;;;;;;;;;;;;x
city_baron_female_brethren;Landswoman;;;;;;;;;;;;;x
city_baron_female_caribeno;Alcadesa;;;;;;;;;;;;;x
city_baron_female_centrolatino;Alcadesa;;;;;;;;;;;;;x
city_baron_female_chicano;Alcadesa;;;;;;;;;;;;;x
city_baron_female_chrome_cultist;Machinist;;;;;;;;;;;;;x
city_baron_female_costero;Alcadesa;;;;;;;;;;;;;x
city_baron_female_edokko;Shicho;;;;;;;;;;;;;x
city_baron_female_gaian;Gardener;;;;;;;;;;;;;x
city_baron_female_mayan;Konol;;;;;;;;;;;;;x
city_baron_female_mexicano;Alcadesa;;;;;;;;;;;;;x
city_baron_female_orinocense;Alcadesa;;;;;;;;;;;;;x
city_baron_female_rust_cultist;Machinist;;;;;;;;;;;;;x
city_baron_gothamite;Alderman;;;;;;;;;;;;;x
city_baron_mayan;Konol;;;;;;;;;;;;;x
city_baron_metis_female;Mayr;;;;;;;;;;;;;x
city_baron_metis;Mayr;;;;;;;;;;;;;x
city_baron_mexicano;Alcalde;;;;;;;;;;;;;x
city_baron_orinocense;Alcalde;;;;;;;;;;;;;x
city_baron_rust_cultist;Machinist;;;;;;;;;;;;;x
city_baron;Mayor;;;;;;;;;;;;;x
city_barony_brethren;Anchorage;;;;;;;;;;;;;x
city_barony_chrome_cultist;Machinery;;;;;;;;;;;;;x
city_barony_consumerist;Store;;;;;;;;;;;;;x
city_barony_edokko;Toshi;;;;;;;;;;;;;x
city_barony_gaian;Garth;;;;;;;;;;;;;x
city_barony_of_brethren;Anchorage of;;;;;;;;;;;;;x
city_barony_of_chrome_cultist;Machinery of;;;;;;;;;;;;;x
city_barony_of_consumerist;Store of;;;;;;;;;;;;;x
city_barony_of_edokko;Toshi of;;;;;;;;;;;;;x
city_barony_of_gaian;Garth of;;;;;;;;;;;;;x
city_barony_of_rust_cultist;Machinery of;;;;;;;;;;;;;x
city_barony_of;City of;;;;;;;;;;;;;x
city_barony_rust_cultist;Machinery;;;;;;;;;;;;;x
city_count_americanist;Representative;;;;;;;;;;;;;x
city_count_andino;Gran Alcalde;;;;;;;;;;;;;x
city_count_brethren;Harbormaster;;;;;;;;;;;;;x
city_count_caribeno;Gran Alcalde;;;;;;;;;;;;;x
city_count_centrolatino;Gran Alcalde;;;;;;;;;;;;;x
city_count_chicagoan;Soldato;;;;;;;;;;;;;x
city_count_chicano;Gran Alcalde;;;;;;;;;;;;;x
city_count_chrome_cultist;Foreman;;;;;;;;;;;;;x
city_count_consumerist;Franchisee;;;;;;;;;;;;;x
city_count_costero;Gran Alcalde;;;;;;;;;;;;;x
city_count_edokko;Sodai-shicho;;;;;;;;;;;;;x
city_count_gaian;Ranger;;;;;;;;;;;;;x
city_count_female_americanist;Representative;;;;;;;;;;;;;x
city_count_female_andino;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_brethren;Harbormistress;;;;;;;;;;;;;x
city_count_female_caribeno;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_centrolatino;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_chicano;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_chrome_cultist;Foreman;;;;;;;;;;;;;x
city_count_female_consumerist;Franchisee;;;;;;;;;;;;;x
city_count_female_costero;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_edokko;Sodai-shicho;;;;;;;;;;;;;x
city_count_female_gaian;Ranger;;;;;;;;;;;;;x
city_count_female_hamiltonian;Representative;;;;;;;;;;;;;x
city_count_female_jeffersonian;Representative;;;;;;;;;;;;;x
city_count_female_libertarian;Representative;;;;;;;;;;;;;x
city_count_female_metis;Saaygnyur-Mayr;;;;;;;;;;;;;x
city_count_female_mexicano;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_orinocense;Gran Alcadesa;;;;;;;;;;;;;x
city_count_female_rust_cultist;Foreman;;;;;;;;;;;;;x
city_count_female;Lady Mayor;;;;;;;;;;;;;x
city_count_hamiltonian;Representative;;;;;;;;;;;;;x
city_count_jeffersonian;Representative;;;;;;;;;;;;;x
city_count_libertarian;Representative;;;;;;;;;;;;;x
city_count_metis;Saaygnyur-Mayr;;;;;;;;;;;;;x
city_count_mexicano;Gran Alcalde;;;;;;;;;;;;;x
city_count_orinocense;Gran Alcalde;;;;;;;;;;;;;x
city_count_rust_cultist;Foreman;;;;;;;;;;;;;x
city_count_primorsky;Rektor;;;;;;;;;;;;;x
city_count;Lord Mayor;Seigneur-Maire;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
city_county_brethren;Harbor;;;;;;;;;;;;;x
city_county_chrome_cultist;Shop;;;;;;;;;;;;;x
city_county_consumerist;Franchise;;;;;;;;;;;;;x
city_county_edokko;Daitoshi;;;;;;;;;;;;;x
city_county_gaian;Habitat;;;;;;;;;;;;;x
city_county_novorusskiy;Okrug;;;;;;;;;;;;;x
city_county_of_brethren;Harbor of;;;;;;;;;;;;;x
city_county_of_chrome_cultist;Shop of;;;;;;;;;;;;;x
city_county_of_consumerist;Franchise of;;;;;;;;;;;;;x
city_county_of_edokko;Daitoshi of;;;;;;;;;;;;;x
city_county_of_gaian;Habitat of;;;;;;;;;;;;;x
city_county_of_novorusskiy;Okrug of;;;;;;;;;;;;;x
city_county_of_petropavlovskiy;Raion of;;;;;;;;;;;;;x
city_county_of_rust_cultist;Shop of;;;;;;;;;;;;;x
city_county_of_primorsky;Raion of;;;;;;;;;;;;;x
city_county_of;Grand City of;Grande Cité de;Großstadt;;Ciudad de;;;;;;;;;x
city_county_petropavlovskiy;Raion;;;;;;;;;;;;;x
city_county_rust_cultist;Shop;;;;;;;;;;;;;x
city_county_primorsky;Raion;;;;;;;;;;;;;x
city_duchy_brethren;Port;;;;;;;;;;;;;x
city_duchy_chrome_cultist;Factory;;;;;;;;;;;;;x
city_duchy_edokko;Ken;;;;;;;;;;;;;x
city_duchy_gaian;Biome;;;;;;;;;;;;;x
city_duchy_novorusskiy;Oblast;;;;;;;;;;;;;x
city_duchy_of_brethren;Port of;;;;;;;;;;;;;x
city_duchy_of_chrome_cultist;Factory of;;;;;;;;;;;;;x
city_duchy_of_consumerist;Retail Chain of;;;;;;;;;;;;;x
city_duchy_of_edokko;Ken of;;;;;;;;;;;;;x
city_duchy_of_gaian;Biome of;;;;;;;;;;;;;x
city_duchy_of_novorusskiy;Oblast of;;;;;;;;;;;;;x
city_duchy_of_petropavlovskiy;Okrug of;;;;;;;;;;;;;x
city_duchy_of_rust_cultist;Factory of;;;;;;;;;;;;;x
city_duchy_of_primorsky;Okrug of;;;;;;;;;;;;;x
city_duchy_of;Republic of;;;;;;;;;;;;;x
city_duchy_petropavlovskiy;Okrug;;;;;;;;;;;;;x
city_duchy_rust_cultist;Factory;;;;;;;;;;;;;x
city_duchy_primorsky;Okrug;;;;;;;;;;;;;x
city_duchy_consumerist;Retail Chain;;;;;;;;;;;;;x
city_duke_americanist;Speaker;;;;;;;;;;;;;x
city_duke_brethren;Portmaster;;;;;;;;;;;;;x
city_duke_chicagoan;Capo;;;;;;;;;;;;;x
city_duke_chrome_cultist;Overseer;;;;;;;;;;;;;x
city_duke_consumerist;Stockholder;;;;;;;;;;;;;x
city_duke_edokko;Chiji;;;;;;;;;;;;;x
city_duke_gaian;Supervisor;;;;;;;;;;;;;x
city_duke_female_americanist;Speaker;;;;;;;;;;;;;x
city_duke_female_brethren;Portmistress;;;;;;;;;;;;;x
city_duke_female_chrome_cultist;Overseer;;;;;;;;;;;;;x
city_duke_female_consumerist;Stockholder;;;;;;;;;;;;;x
city_duke_female_hamiltonian;Speaker;;;;;;;;;;;;;x
city_duke_female_jeffersonian;Speaker;;;;;;;;;;;;;x
city_duke_female_libertarian;Speaker;;;;;;;;;;;;;x
city_duke_female_metis;Miiyeur;;;;;;;;;;;;;x
city_duke_female_rust_cultist;Overseer;;;;;;;;;;;;;x
city_duke_female_gaian;Supervisor;;;;;;;;;;;;;x
city_duke_female;Lady Proprietor;;;;;;;;;;;;;x
city_duke_hamiltonian;Speaker;;;;;;;;;;;;;x
city_duke_jeffersonian;Speaker;;;;;;;;;;;;;x
city_duke_libertarian;Speaker;;;;;;;;;;;;;x
city_duke_metis;Miiyeur;;;;;;;;;;;;;x
city_duke_petropavlovskiy;Printseps;;;;;;;;;;;;;x
city_duke_rust_cultist;Overseer;;;;;;;;;;;;;x
city_duke;Lord Proprietor;;;;;;;;;;;;;x
city_emperor_americanist;Senate President;;;;;;;;;;;;;x
city_emperor_chicagoan;Don;;;;;;;;;;;;;x
city_emperor_chrome_cultist;Union President;;;;;;;;;;;;;x
city_emperor_consumerist;Chairman;;;;;;;;;;;;;x
city_emperor_edokko;Sotoku;;;;;;;;;;;;;x
city_emperor_gaian;Grand-Director;;;;;;;;;;;;;x
city_emperor_female_americanist;Senate President;;;;;;;;;;;;;x
city_emperor_female_chicagoan;Donna;;;;;;;;;;;;;x
city_emperor_female_chrome_cultist;Union President;;;;;;;;;;;;;x
city_emperor_female_consumerist;Chairwoman;;;;;;;;;;;;;x
city_emperor_female_edokko;Sotoku;;;;;;;;;;;;;x
city_emperor_female_hamiltonian;Senate President;;;;;;;;;;;;;x
city_emperor_female_jeffersonian;Senate President;;;;;;;;;;;;;x
city_emperor_female_libertarian;Senate President;;;;;;;;;;;;;x
city_emperor_female_novorusskiy;Namestnitsa;;;;;;;;;;;;;x #not sure if this is correct
city_emperor_female_petropavlovskiy;Predsedatelnitsa;;;;;;;;;;;;;x #not sure if this is correct
city_emperor_female_rust_cultist;Union President;;;;;;;;;;;;;x
city_emperor_female_gaian;Grand-Director;;;;;;;;;;;;;x
city_emperor_female_primorsky;Namestnitsa;;;;;;;;;;;;;x #not sure if this is correct
city_emperor_female;Lady Executive;;;;;;;;;;;;;x
city_emperor_hamiltonian;Senate President;;;;;;;;;;;;;x
city_emperor_jeffersonian;Senate President;;;;;;;;;;;;;x
city_emperor_libertarian;Senate President;;;;;;;;;;;;;x
city_emperor_novorusskiy;Namestnik;;;;;;;;;;;;;x
city_emperor_ontarian;Prime Minister;;;;;;;;;;;;;x
city_emperor_ozzi;Prime Minister;;;;;;;;;;;;;x
city_emperor_petropavlovskiy;Predsedatel;;;;;;;;;;;;;x
city_emperor_rust_cultist;Union President;;;;;;;;;;;;;x
city_emperor_primorsky;Namestnik;;;;;;;;;;;;;x
city_emperor;Lord Executive;;;;;;;;;;;;;x
city_empire_chrome_cultist;Federated Unions;;;;;;;;;;;;;x
city_empire_consumerist;Monopoly;;;;;;;;;;;;;x
city_empire_edokko;Fukuo-no-shoku;;;;;;;;;;;;;x
city_empire_gaian;Bioregion;;;;;;;;;;;;;x
city_empire_novorusskiy;Namestnichestvo;;;;;;;;;;;;;x
city_empire_of_chrome_cultist;Federated Unions of;;;;;;;;;;;;;x
city_empire_of_consumerist;Monopoly of;;;;;;;;;;;;;x
city_empire_of_edokko;Fukuo-no-shoku of;;;;;;;;;;;;;x
city_empire_of_gaian;Bioregion of;;;;;;;;;;;;;x
city_empire_of_novorusskiy;Namestnichestvo of;;;;;;;;;;;;;x
city_empire_of_ontarian;Dominion of;;;;;;;;;;;;;x
city_empire_of_ozzi;Commonwealth of;;;;;;;;;;;;;x
city_empire_of_petropavlovskiy;Republika of;;;;;;;;;;;;;x
city_empire_of_rockland;Allied States of;;;;;;;;;;;;;x
city_empire_of_rust_cultist;Federated Unions of;;;;;;;;;;;;;x
city_empire_of_south_anglo;Confederate States of;;;;;;;;;;;;;x
city_empire_of_primorskiy;Namestnichestvo of;;;;;;;;;;;;;x
city_empire_of;United States of;;;;;;;;;;;;;x
city_empire_ozzi;Commonwealth;;;;;;;;;;;;;x
city_empire_petropavlovskiy;Republika;;;;;;;;;;;;;x
city_empire_rockland;Allied States;;;;;;;;;;;;;x
city_empire_rust_cultist;Federated Unions;;;;;;;;;;;;;x
city_empire_south_anglo;Confederate States;;;;;;;;;;;;;x
city_empire;United States;;;;;;;;;;;;;x
city_king_americanist;Senator;;;;;;;;;;;;;x
city_king_chicagoan;Boss;;;;;;;;;;;;;x
city_king_chrome_cultist;Organizer;;;;;;;;;;;;;x
city_king_consumerist;Executive Director;;;;;;;;;;;;;x
city_king_edokko;Shusho;;;;;;;;;;;;;x
city_king_gaian;Warden;;;;;;;;;;;;;x
city_king_female_americanist;Senator;;;;;;;;;;;;;x
city_king_female_chrome_cultist;Organizer;;;;;;;;;;;;;x
city_king_female_consumerist;Executive Director;;;;;;;;;;;;;x
city_king_female_edokko;Shusho;;;;;;;;;;;;;x
city_king_female_gaian;Warden;;;;;;;;;;;;;x
city_king_female_hamiltonian;Senator;;;;;;;;;;;;;x
city_king_female_jeffersonian;Senator;;;;;;;;;;;;;x
city_king_female_libertarian;Senator;;;;;;;;;;;;;x
city_king_female_metis;Graan Mayr;;;;;;;;;;;;;x
city_king_female_rust_cultist;Organizer;;;;;;;;;;;;;x
city_king_female;Lady Director;;;;;;;;;;;;;x
city_king_hamiltonian;Senator;;;;;;;;;;;;;x
city_king_jeffersonian;Senator;;;;;;;;;;;;;x
city_king_libertarian;Senator;;;;;;;;;;;;;x
city_king_metis;Graan Mayr;;;;;;;;;;;;;x
city_king_ontarian;Premier;;;;;;;;;;;;;x
city_king_ozzi;Premier;;;;;;;;;;;;;x
city_king_petropavlovskiy;Guvernis;;;;;;;;;;;;;x
city_king_rust_cultist;Organizer;;;;;;;;;;;;;x
city_king_primorskiy;Gubernator Oblasti;;;;;;;;;;;;;x
city_king;Lord Director;;;;;;;;;;;;;x
city_kingdom_chrome_cultist;Union;;;;;;;;;;;;;x
city_kingdom_consumerist;Multinational;;;;;;;;;;;;;x
city_kingdom_edokko;Seifu;;;;;;;;;;;;;x
city_kingdom_gaian;Ecoregion;;;;;;;;;;;;;x
city_kingdom_novorusskiy;Guberniya;;;;;;;;;;;;;x
city_kingdom_of_chrome_cultist;Union of;;;;;;;;;;;;;x
city_kingdom_of_consumerist;Multinational of;;;;;;;;;;;;;x
city_kingdom_of_edokko;Seifu of;;;;;;;;;;;;;x
city_kingdom_gaian;Ecoregion of;;;;;;;;;;;;;x
city_kingdom_of_novorusskiy;Guberniya of;;;;;;;;;;;;;x
city_kingdom_of_ontarian;Province of;;;;;;;;;;;;;x
city_kingdom_of_petropavlovskiy;Krai of;;;;;;;;;;;;;x
city_kingdom_of_rust_cultist;Union of;;;;;;;;;;;;;x
city_kingdom_of_south_anglo;Commonwealth of;;;;;;;;;;;;;x
city_kingdom_of_primorskiy;Oblast of;;;;;;;;;;;;;x
city_kingdom_of;State of;;;;;;;;;;;;;x
city_kingdom_petropavlovskiy;Krai;;;;;;;;;;;;;x
city_kingdom_rust_cultist;Union;;;;;;;;;;;;;x
city_kingdom_primorskiy;Oblast;;;;;;;;;;;;;x
city_kingdom;State;;;;;;;;;;;;;x
count_acadien;Comte;;;;;;;;;;;;;x
count_alaskan;Reeve;;;;;;;;;;;;;x
count_americanist;Major;;;;;;;;;;;;;x
count_hamiltonian;Major;;;;;;;;;;;;;x
count_jeffersonian;Major;;;;;;;;;;;;;x
count_libertarian;Major;;;;;;;;;;;;;x
count_antillais;Konte;;;;;;;;;;;;;x
count_brethren;Captain;;;;;;;;;;;;;x
count_britannic;Earl;;;;;;;;;;;;;x
count_canuck;Earl;;;;;;;;;;;;;x
count_caribbanglo;Earl;;;;;;;;;;;;;x
count_chrome_cultist;Magnate;;;;;;;;;;;;;x
count_consumerist;Director;;;;;;;;;;;;;x
count_edokko;Hakushaku;;;;;;;;;;;;;x
count_gaian;Ranger;;;;;;;;;;;;;x
count_female_acadien;Comtesse;;;;;;;;;;;;;x
count_female_alaskan;Reeve;;;;;;;;;;;;;x
count_female_americanist;Major;;;;;;;;;;;;;x
count_female_hamiltonian;Major;;;;;;;;;;;;;x
count_female_jeffersonian;Major;;;;;;;;;;;;;x
count_female_libertarian;Major;;;;;;;;;;;;;x
count_female_brethren;Captain;;;;;;;;;;;;;x
count_female_chrome_cultist;Magnate;;;;;;;;;;;;;x
count_female_consumerist;Director;;;;;;;;;;;;;x
count_female_edokko;Hakushaku-fujin;;;;;;;;;;;;;x
count_female_gaian;Ranger;;;;;;;;;;;;;x
count_female_lacandon;Ix Batab;;;;;;;;;;;;;x
count_female_maritimer;Lady;;;;;;;;;;;;;x
count_female_metis;Doyenn;;;;;;;;;;;;;x
count_female_mikmaq;Keptin;;;;;;;;;x
count_female_mixtec;Ña'a Kúu Ja'nu;Ña'a Kúu Ja'nu;Ña'a Kúu Ja'nu;;Ña'a Kúu Ja'nu;;;;;;;;;x
count_female_nahua;Siuatlayekanketl;Siuatlayekanketl;Siuatlayekanketl;;Siuatlayekanketl;;;;;;;;;x
count_female_nahua;Jigapitani;Jigapitani;Jigapitani;;Jigapitani;;;;;;;;;x
count_female_neogodbeite;Representative;;;;;;;;;;;;;x
count_female_newfie;Lady;;;;;;;;;;;;;x
count_female_novorusskiy;Grafitsa;;;;;;;;;;;;;x #not sure if this is correct
