###ÄNSI
EVTOPTB_39840notreligion;Curses!;;;;;;;;;;;;;x
EVTDESC39841;After their expulsion as heresiarchs from the fringes of Brazil, the Celeste faith has found it difficult to establish itself again. However, after the great efforts of [Root.GetTitledName], the Celeste faith has found a new foothold in the North, carving itself a kingdom and establishing itself in the region.;;;;;;;;;;;;x
EVTTITLE39841;The End of the Contestation;;;;;;;;;;;;;x
EVTOPTA_39841headofreligion;And it shall stay that way.;;;;;;;;;;;;;x
EVTOPTA_39841religion;By the blessings of [Root.Religion.GetRandomGodName].;;;;;;;;;;;;;x
EVTOPTA_39841noreligion;Terrible news.;;;;;;;;;;;;;x
EVTOPTA_39841apostolic;We solved this issue once, and will do it again!;;;;;;;;;;;;;x
raised_stele;Raised Stele;;;;;;;;;;;;;x
raised_stele_desc;This character has recently raised a stele.;;;;;;;;;;;;;x
commission_stele;Commission a Stele;Commander une pierre runique;Gebt einen Runenstein in Auftrag;;Encargar una Piedra Rúnica;;;;;;;;;x
commission_stele_desc;Commission a stele to chronicle your exploits or the memory of a dead parent. This can be done only once in a lifetime, but others will look more favorably on you for a time.;Commander une pierre runique afin de relater vos exploits ou d'honorer la mémoire d'un parent défunt. Ceci ne peut être fait qu'une seule fois par un même seigneur, mais les autres vous seront davantage favorables pendant une certaine période.;Gebt einen Runenstein in Auftrag, um Eure Taten aufzuzeichnen oder ein verstorbenes Elternteil zu ehren. Dies kann nur einmal im Leben getan werden, aber andere werden Euch für eine Weile wohlwollend begegnen.;;Encargar una piedra rúnica para escribir una crónica de tus hazañas o la memoria de un padre muerto. Esto se puede hacer sólo una vez en la vida, pero los demás te mirarán más favorablemente por un tiempo.;;;;;;;;;x
stele_carved;The craftsmen start the process of carving and painting the stele.;Les sculpteurs ont commencé à graver et à peindre la pierre runique.;Die Handwerker beginnen mit der Herstellung und Bemalung des Runensteins.;;Los artesanos comienzan el proceso de tallado y pintura de la piedra rúnica.;;;;;;;;;x
stele_traits;You will raise a stele in honor of your own person.;Vous érigerez une pierre runique en votre honneur.;Ihr werdet einen Runenstein zu eigenen Ehren errichten.;;Levantarás una piedra rúnica en honor a ti mismo.;;;;;;;;;x
EVTDESC_mesoamerica_500;You have decided to commission and raise a grand stele for future generations to gaze upon. What should be carved into it?;Vous avez décidé de commander et d'ériger une grande pierre runique que les futures générations pourront admirer. Que souhaitez-vous qu'on y grave ?;Ihr habt Euch entschlossen, einen großen Runenstein in Auftrag zu geben, der von zukünftigen Generationen betrachtet werden kann. Was soll in den Runenstein graviert werden?;;Has decidido encargar y levantar una gran piedra rúnica para que contemplen las generaciones futuras. ¿Qué debería tallarse en ella?;;;;;;;;;x
EVTOPTA_mesoamerica_500;Let it speak of me.;Qu'elle parle de moi.;Lasst ihn von mir sprechen.;;Que hable de mí.;;;;;;;;;x
EVTOPTB_mesoamerica_500;It shall stand in memory of [Root.Father.GetTitledFirstName], my departed father.;Elle sera érigée à la mémoire [Root.Father.Get_du_TitledFirstName], mon défunt père.;Er soll zu Ehren meines verstorbenen Vaters [Root.Father.GetTitledFirstName] errichtet werden.;;Debe alzarse en memoria de [Root.Father.GetTitledFirstName], mi difunto padre.;;;;;;;;;x
EVTOPTC_mesoamerica_500;It shall stand in memory of [Root.Mother.GetTitledFirstName], my beloved mother.;Elle sera érigée à la mémoire [Root.Mother.Get_du_TitledFirstName], ma défunte mère.;Er soll zu Ehren meiner geliebten Mutter [Root.Mother.GetTitledFirstName] errichtet werden.;;Debe alzarse en memoria de [Root.Mother.GetTitledFirstName], mi querida madre.;;;;;;;;;x
EVTDESC_mesoamerica_501;The artisans who will carve and paint the stele are asking for instructions. Which of your qualities should it speak of?;Les artisans qui graveront et peindront la pierre runique demandent des instructions. Lesquelles de vos aptitudes seront exposées ?;Die Künstler, die den Runenstein bearbeiten und gravieren werden, bitten um Anweisungen. Von welcher Eurer Qualitäten wollt Ihr berichten?;;Los artesanos que tallarán y pintarán la piedra rúnica están pidiendo instrucciones. ¿De cuáles de sus cualidades debería hablar?;;;;;;;;;x
EVTOPTA_mesoamerica_501;Oh, I don't know. Make something up.;Oh, je ne sais pas. Improvisez.;Oh, ich weiß nicht. Lasst euch was einfallen.;;Oh, no lo sé. Inventa algo.;;;;;;;;;x
EVTOPTB_mesoamerica_501;I know exactly what the stone should say...;Je sais précisément ce qu'on pourra lire sur la pierre...;Ich weiß ganz genau, was der Runenstein sagen soll...;;Sé exactamente lo que la piedra debe decir...;;;;;;;;;x
EVTOPTC_mesoamerica_501;It schall shpeak of wine, schpirits, *hic* and other ssusch wondersch.;Elle devra parler d'hydromel, de schpiritueux, *hic* et d'autres mmerveilles de la schorte.;Er scholl vonn Mmet, Geischtern *hicks* und anderen scholschen Wundern berrschichten.;;Debe habbblar de aguamielll, licccores, * hip * y otrasss maravillasss.;;;;;;;;;x
EVTOPTD_mesoamerica_501;It must share my beauty with the world.;Elle doit exposer ma beauté au reste du monde.;Er soll meine Schönheit mit der Welt teilen.;;Debe compartir mi belleza con el mundo.;;;;;;;;;x
EVTOPTE_mesoamerica_501;Let it show what a giant I was despite my stature.;Elle montrera que, malgré mon gabarit, j'étais un géant. ;Lasst ihn verkünden, was für ein Riese ich war, wenn man mal von meiner Statur absieht.;;Que muestre lo gigante que era a pesar de mi estatura.;;;;;;;;;x
EVTOPTF_mesoamerica_501;My wisdom must be preserved.;Ma sagesse doit être conservée. ;Meine Weisheit muss für die Nachwelt festgehalten werden.;;Mi sabiduría debe ser preservada.;;;;;;;;;x
EVTOPTI_mesoamerica_501;Uhm... you decide...;Heu... à vous de voir...;Ähm... Ihr entscheidet...;;Uhm... decide tú...;;;;;;;;;x
EVTOPTJ_mesoamerica_501;The runes must say that I had the strength of ten men!;Les runes diront que je possédais la force de dix hommes !;Die Runen sollen davon berichten, dass ich die Stärke von zehn Mann hatte!;;¡Las runas deben decir que tenía la fuerza de diez hombres!;;;;;;;;;x
EVTOPTK_mesoamerica_501;My great knowledge of the world.;Ma grande connaissance du monde. ;Mein gewaltiges Wissen um diese Welt.;;Mi gran conocimiento del mundo.;;;;;;;;;x
EVTOPTL_mesoamerica_501;I care not what you write, but it must show my impaled enemies!;Je ne me soucie guère de ce que vous y écrirez, en autant qu'elle illustre mes ennemis empalés !;Mir gleich was dort steht, er soll meine aufgespießten Gegner zeigen!;;No importa lo que escribas, pero ¡debe mostrar mis enemigos empalados!;;;;;;;;;x
EVTOPTM_mesoamerica_501;It should speak of summer fields, moonlit nights and...;Elle parlera de champs d'été, de nuits de pleine lune et...;Er sollte von sommerlichen Feldern und mondbeschienenen Nächten berichten und...;;Debe hablar de los campos de verano, las noches iluminadas por la luna y...;;;;;;;;;x
EVTOPTN_mesoamerica_501;Just carve in my image and make sure it is well-endowed.;Gravez seulement mon image et assurez-vous que ça me mette en valeur.;Graviert mein Abbild in den Stein und stellt sicher, dass die Ausstattung stimmt.;;Sólo talla mi imagen y asegúrate de que está bien dotado.;;;;;;;;;x
EVTOPTO_mesoamerica_501;Carve in all of my favorite recipes.;Gravez toutes mes recettes préférées.;Graviert meine Lieblingsrezepte hinein.;;Tallar todas mis recetas favoritas.;;;;;;;;;x
EVTOPTP_mesoamerica_501;Let it speak of sharing.;Qu'elle parle de partage.;Es soll vom Teilen berichten.;;Que hable de compartir.;;;;;;;;;x
EVTOPTQ_mesoamerica_501;It should mention the importance of being kind to others.;Elle pourra faire mention de l'importance d'être bon envers les autres.;Es sollte erwähnt werden, wie wichtig es ist, zu anderen freundlich zu sein.;;Debería mencionar la importancia de ser amable con los demás.;;;;;;;;;x
EVTOPTR_mesoamerica_501;You will mention my greatness and the epic deeds I have performed.;Vous y mentionnerez ma grandeur et toutes mes épopées.;Ihr werdet meine Großartigkeit und meine epischen Taten erwähnen.;;Va a hablar de mi grandeza y la epopeya que he realizado.;;;;;;;;;x
EVTOPTS_mesoamerica_501;Oh, there is not much to say...;Oh, il y a beaucoup à dire...;Ach, da gibt es nicht viel zu sagen...;;Oh, no hay mucho que decir...;;;;;;;;;x
EVTOPTT_mesoamerica_501;It will say that I feared nothing.;Elle dira que je n'ai peur de rien.;Man wird sagen, ich hatte vor nichts Angst.;;Dirá que no temí nada.;;;;;;;;;x
EVTOPTU_mesoamerica_501;I wish to be known for my fairness in all things.;Je souhaite être reconnu pour mon équité en toutes choses.;Ich möchte für meine Gerechtigkeit in allen Belangen berühmt sein.;;Deseo ser conocido por mi justicia en todas las cosas.;;;;;;;;;x
EVTOPTV_mesoamerica_501;My strong bonds to [Root.Religion.GetHighGodName].;Mes liens solides avec Odin.;Meine starken Bindungen zu Odin.;;Mis fuertes lazos con Odín.;;;;;;;;;x
EVTOPTX_mesoamerica_501;My harsh but necessary actions.;Mes actions rudes mais nécessaires.;Meine brutalen, aber notwendigen Taten.;;Mis acciones duras pero necesarias.;;;;;;;;;x
EVTOPTY_mesoamerica_501;The demon within me must be heard.;Le démon en moi doit être entendu.;Der Dämon in mir muss gehört werden.;;El demonio dentro de mí debe ser escuchado.;;;;;;;;;x
EVTOPTZ_mesoamerica_501;My Neomayan faith.;Ma foi chrétienne.;Mein christlicher Glaube.;;Mi fe Cristiana.;;;;;;;;;x
EVTNAME_mesoamerica_510;In Memory of [Root.Father.GetFirstName];En mémoire de [Root.Father.GetFirstName];In Erinnerung an [Root.Father.GetFirstName];;En memoria de [Root.Father.GetFirstName];;;;;;;;;x
EVTDESC_mesoamerica_510;The stele you commissioned has been finished and raised on the spot you chose for it. You examine the glyphs:\n\nThis stele was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He lived a good life and died peacefully in bed. Ever will stand this memorial.\n\nYou leave the stele, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these glyphs in an effort to glean the wisdom of their words.;La pierre runique que vous avez commandée est terminée et a été érigée à l'endroit que vous aviez choisi. Vous examinez les runes :\n\n'Cette pierre a été érigée par [Root.GetFirstName] à la mémoire de son père [Root.Father.GetFirstName]. Il a vécu une bonne vie et est décédé paisiblement dans son sommeil. À jamais se dressera ce monument commémoratif.'\n\nVous partez avec la satisfaction de savoir que, dans bon nombre de siècles, quand la peinture se sera depuis longtemps estompée, des érudits étudieront ces runes gravées pour essayer d'en retrouver la sagesse.;Der von Euch in Auftrag gegebene Runenstein wurde fertiggestellt und an der Stelle errichtet, die Ihr ausgewählt hattet. Ihr untersucht die Runen:\n\n"Dieser Stein wurde von [Root.GetFirstName] zu Ehren von [Root.Father.GetFirstName], [Root.GetHerHis]em Vater, errichtet. Er lebte ein gutes Leben und verstarb friedlich in seinem Bett. Sein Andenken wird immer gewahrt werden."\n\nIhr verlasst den Ort, zufrieden in dem Wissen, dass noch in vielen Generationen Gelehrte die eingravierten Runen in dem Bemühen studieren werden, die Weisheit aus ihnen herauszubekommen. Auch dann wenn die Farbe des Steins bereits verblasst sein wird.;;La piedra rúnica que encargaste se ha terminado y alzado en el lugar que elegiste para ella. Examinas las runas:\n\nEsta piedra fue alzada por [Root.GetFirstName] en memoria de [Root.Father.GetFirstName], padre de [Root.GetHerHis] e hijo de [Root.Father.Father.GetFirstName]. Vivió una buena vida y murió tranquilamente en la cama. Que este memorial dure para siempre.\n\nDejas la piedra, conforme sabiendo que dentro de muchos siglos, cuando su pintura haya desaparecido mucho tiempo atrás, los eruditos estarán estudiando estas tallas de runas en un esfuerzo por recoger la sabiduría de sus palabras.;;;;;;;;;x
EVTDESC_mesoamerica_511;The stele you commissioned has been finished and raised on the spot you chose for it. You examine the glyphs:\n\nThis stele was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He died bravely in battle against his foes, spear firmly in hand. Ever will stand this memorial.\n\nYou leave the stele, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these glyphs in an effort to glean the wisdom of their words.;La pierre runique que vous avez commandée est terminée et a été érigée à l'endroit que vous aviez choisi. Vous examinez les runes :\n\n'Cette pierre a été érigée par [Root.GetFirstName] à la mémoire de son père [Root.Father.GetFirstName]. Il mourut bravement sur le champ de bataille contre ses ennemis, la hache à la main. À jamais se dressera ce monument commémoratif.'\n\nVous partez avec la satisfaction de savoir que, dans bon nombre de siècles, quand la peinture se sera depuis longtemps estompée, des érudits étudieront ces runes gravées pour essayer d'en retrouver la sagesse.;Der von Euch in Auftrag gegebene Runenstein wurde fertiggestellt und an der Stelle errichtet, die Ihr ausgewählt hattet. Ihr untersucht die Runen:\n\n"Dieser Stein wurde von [Root.GetFirstName] zu Ehren von [Root.Father.GetFirstName], [Root.GetHerHis]em Vater, errichtet. Er starb tapfer im Kampf gegen seine Feinde, die Axt fest im Griff. Sein Andenken wird immer gewahrt werden."\n\nIhr verlasst den Ort, zufrieden in dem Wissen, dass noch in vielen Generationen Gelehrte die eingravierten Runen in dem Bemühen studieren werden, die Weisheit aus ihnen herauszubekommen. Auch dann wenn die Farbe des Steins bereits verblasst sein wird.;;La piedra rúnica que encargaste se ha terminado y alzado en el lugar que elegiste para ella. Examinas las runas:\n\nEsta piedra fue alzada por [Root.GetFirstName] en memoria de [Root.Father.GetFirstName], [Root.GetHerHis] padre e hijo de [Root.Father.Father.GetFirstName]. Murió valientemente en batalla contra sus enemigos, el hacha en la mano con firmeza. Que este memorial dure para siempre.\n\nDejas la piedra, conforme sabiendo que dentro de muchos siglos, cuando su pintura haya desaparecido mucho tiempo atrás, los eruditos estarán estudiando estas tallas de runas en un esfuerzo por recoger la sabiduría de sus palabras.;;;;;;;;;x
EVTDESC_mesoamerica_512;The stele you commissioned has been finished and raised on the spot you chose for it. You examine the glyphs:\n\nThis stele was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He was unjustly executed by his enemies. Ever will stand this memorial.\n\nYou leave the stele, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these glyphs in an effort to glean the wisdom of their words.;La pierre runique que vous avez commandée est terminée et a été érigée à l'endroit que vous aviez choisi. Vous examinez les runes :\n\n« Cette pierre a été érigée par [Root.GetFirstName] à la mémoire de son père [Root.Father.GetFirstName]. Injustement, il ne mourut pas sur le champ de bataille et fut lâchement assassiné par le bourreau. À jamais se dressera ce monument commémoratif ».\n\nVous partez avec la satisfaction de savoir que, dans bon nombre de siècles, quand la peinture se sera depuis longtemps estompée, des érudits étudieront ces runes gravées pour essayer d'en retrouver la sagesse.;Der von Euch in Auftrag gegebene Runenstein wurde fertiggestellt und an der Stelle errichtet, die Ihr ausgewählt hattet. Ihr untersucht die Runen:\n\n"Dieser Stein wurde von [Root.GetFirstName] zu Ehren von [Root.Father.GetFirstName], [Root.GetHerHis]em Vater, errichtet. Ihm wurde der Tod im Kampf ungerechterweise verweigert und sein Leben endete stattdessen durch einen feigen Henker. Sein Andenken wird immer gewahrt werden. "\n\nIhr verlasst den Ort, zufrieden in dem Wissen, dass noch in vielen Generationen Gelehrte die eingravierten Runen in dem Bemühen studieren werden, die Weisheit aus ihnen herauszubekommen. Auch dann wenn die Farbe des Steins bereits verblasst sein wird.;;La piedra rúnica que encargaste se ha terminado y alzado en el lugar que elegiste para ella. Examinas las runas:\n\nEsta piedra fue alzada por [Root.GetFirstName] en memoria de [Root.Father.GetFirstName], [Root.GetHerHis] padre e hijo de [Root.Father.Father.GetFirstName]. Se le negó injustamente la muerte en batalla, y su vida fue en cambio tomada por el verdugo cobarde. Que este memorial dure para siempre.\n\nDejas la piedra, conforme sabiendo que dentro de muchos siglos, cuando su pintura haya desaparecido mucho tiempo atrás, los eruditos estarán estudiando estas tallas de runas en un esfuerzo por recoger la sabiduría de sus palabras.;;;;;;;;;x
