# city_king_mesoamerican;Capitán del Pueblo;;;;;;;;;;;;;x
# city_king_female_mesoamerican;Capitana del Pueblo;;;;;;;;;;;;;x
# city_kingdom_mesoamerican;Estado Libre;;;;;;;;;;;;;x
# city_kingdom_of_mesoamerican;Estado Libre de;;;;;;;;;;;;;x
# city_empire_mesoamerican;Unión de Pueblos;;;;;;;;;;;;;x
# city_empire_of_mesoamerican;Unión de Pueblos de;;;;;;;;;;;;;x
# city_emperor_mesoamerican;Principal;;;;;;;;;;;;;x
# city_emperor_female_mesoamerican;Principal;;;;;;;;;;;;;x

###############MAYA###################

# city_baron_mayan;Corregidor;;;;;;;;;;;;;x
# city_baron_female_mayan;Corregidora;;;;;;;;;;;;;x
# city_barony_mayan;Comunidad;;;;;;;;;;;;;x
# city_barony_of_mayan;Comunidad de;;;;;;;;;;;;;x
# city_count_mayan;Comisario;;;;;;;;;;;;;x
# city_count_female_mayan;Comisaria;;;;;;;;;;;;;x
# city_county_mayan;Comisariado;;;;;;;;;;;;;x 
# city_county_of_mayan;Comisariado de;;;;;;;;;;;;;x
# city_duke_mayan;Coordinador;;;;;;;;;;;;;x
# city_duke_female_mayan;Coordinadora;;;;;;;;;;;;;x
# city_duchy_mayan;República Indígena;;;;;;;;;;;;;x
# city_duchy_of_mayan;República Indígena de;;;;;;;;;;;;;x
# city_king_mayan;Capitán del Pueblo;;;;;;;;;;;;;x
# city_king_female_mayan;Capitana del Pueblo;;;;;;;;;;;;;x
# city_kingdom_mayan;Estado Libre;;;;;;;;;;;;;x
# city_kingdom_of_mayan;Estado Libre de;;;;;;;;;;;;;x
# city_empire_mayan;Unión de Pueblos;;;;;;;;;;;;;x
# city_empire_of_mayan;Unión de Pueblos de;;;;;;;;;;;;;x
# city_emperor_mayan;Principal;;;;;;;;;;;;;x
# city_emperor_female_mayan;Principal;;;;;;;;;;;;;x

###############TARACAHÍTA###################

emperor_raramuri;Walubela;;;;;;;;;x
emperor_female_raramuri;Walubela;;;;;;;;;x
empire_of_raramuri;Napawíkami Pobóro of;;;;;;;;;;;;;x
empire_raramuri;Napawíkami Pobóro;;;;;;;;;;;;;x
king_raramuri;Walú Silíame;;;;;;;;;x
king_female_raramuri;Walú Silíame;;;;;;;;;x
kingdom_of_raramuri;Walú Tisola of;;;;;;;;;;;;;x
kingdom_raramuri;Walú Tisola;;;;;;;;;;;;;x
duke_raramuri;Silíame;;;;;;;;;x
duke_female_raramuri;Silíame;;;;;;;;;x
duchy_of_raramuri;Kawílili of;;;;;;;;;;;;;x
duchy_raramuri;Kawílili;;;;;;;;;;;;;x
count_raramuri;Jigapitani;;;;;;;;;x
count_female_raramuri;Jigapitani;;;;;;;;;x
county_of_raramuri;Walúlachi of;;;;;;;;;;;;;x
county_raramuri;Walúlachi;;;;;;;;;;;;;x
baron_raramuri;Kapitani;;;;;;;;;x
baron_female_raramuri;Kapitani;;;;;;;;;x
barony_of_raramuri;Póbora of;;;;;;;;;;;;;x
barony_raramuri;Póbora;;;;;;;;;;;;;x
job_spiritual_raramuri;Owirúame;;;;;;;;;;;;;x

emperor_yaqui;Che'ewae;;;;;;;;;x
emperor_female_yaqui;Che'ewae;;;;;;;;;x
empire_of_yaqui;Mamlotoosa of;;;;;;;;;;;;;x
empire_yaqui;Mamlotoosa;;;;;;;;;;;;;x
king_yaqui;Mamloya'ut;;;;;;;;;x
king_female_yaqui;Mamloya'ut;;;;;;;;;x
kingdom_of_yaqui;Mamloya'uria of;;;;;;;;;;;;;x
kingdom_yaqui;Mamloya'uria;;;;;;;;;;;;;x
duke_yaqui;Wiko'i Ya'ut;;;;;;;;;x
duke_female_yaqui;Wiko'i Ya'ut;;;;;;;;;x
duchy_of_yaqui;Bwiara of;;;;;;;;;;;;;x
duchy_yaqui;Bwiara;;;;;;;;;;;;;x
count_yaqui;Wokleom;;;;;;;;;x
count_female_yaqui;Wokleom;;;;;;;;;x
county_of_yaqui;Munisiipio;;;;;;;;;;;;;x
county_yaqui;Munisiipio;;;;;;;;;;;;;x
baron_yaqui;Ya'ut;;;;;;;;;x
baron_female_yaqui;Ya'ut;;;;;;;;;x
barony_of_yaqui;Jo'ara of;;;;;;;;;;;;;x
barony_yaqui;Jo'ara;;;;;;;;;;;;;x
job_spiritual_yaqui;Maejto Yo'owe;;;;;;;;;;;;;x

city_duke_yaqui;Kobanao;;;;;;;;;;;;;x
city_duke_female_yaqui;Kobanao Kuta;;;;;;;;;;;;;x
city_king_yaqui;Kobanao Yo'owe;;;;;;;;;;;;;x
city_king_female_yaqui;Kobanao Yo'owe;;;;;;;;;;;;;x

# city_baron_taracahita;Corregidor;;;;;;;;;;;;;x
# city_baron_female_taracahita;Corregidora;;;;;;;;;;;;;x
# city_barony_taracahita;Congregación;;;;;;;;;;;;;x
# city_barony_of_taracahita;Congregación of;;;;;;;;;;;;;x
# city_count_taracahita;Comisario;;;;;;;;;;;;;x
# city_count_female_taracahita;Comisaria;;;;;;;;;;;;;x
# city_county_taracahita;Comisaría;;;;;;;;;;;;;x 
# city_county_of_taracahita;Comisaría de;;;;;;;;;;;;;x
# city_duke_taracahita;Coordinador;;;;;;;;;;;;;x
# city_duke_female_taracahita;Coordinadora;;;;;;;;;;;;;x
# city_duchy_taracahita;República Indígena;;;;;;;;;;;;;x
# city_duchy_of_taracahita;República Indígena de;;;;;;;;;;;;;x
# city_king_taracahita;Capitán del Pueblo;;;;;;;;;;;;;x
# city_king_female_taracahita;Capitana del Pueblo;;;;;;;;;;;;;x
# city_kingdom_taracahita;Estado Libre;;;;;;;;;;;;;x
# city_kingdom_of_taracahita;Estado Libre de;;;;;;;;;;;;;x
# city_empire_taracahita;Unión de Pueblos;;;;;;;;;;;;;x
# city_empire_of_taracahita;Unión de Pueblos de;;;;;;;;;;;;;x
# city_emperor_taracahita;Principal;;;;;;;;;;;;;x
# city_emperor_female_taracahita;Principal;;;;;;;;;;;;;x


########################MEXICANO########################

baron_mexicano;Terrateniente;;;;;;;;;;;;;x
baron_female_mexicano;Terratenienta;;;;;;;;;;;;;x
barony_of_mexicano;Villa de;;;;;;;;;;;;;x
barony_mexicano;Villa;;;;;;;;;;;;;x
count_mexicano;Señor;;;;;;;;;;;;;x
count_female_mexicano;Señora;;;;;;;;;;;;;x
county_of_mexicano;Cantón de;;;;;;;;;;;;;x
county_mexicano;Cantón;;;;;;;;;;;;;x
duke_mexicano;Prefecto;;;;;;;;;;;;;x
duke_female_mexicano;Prefecta;;;;;;;;;;;;;x
duchy_of_mexicano;Estado de;;;;;;;;;;;;;x
duchy_mexicano;Estado;;;;;;;;;;;;;x
king_mexicano;Rey;;;;;;;;;;;;;x
king_female_mexicano;Reina;;;;;;;;;;;;;x
kingdom_of_mexicano;Reino de;;;;;;;;;;;;;x
kingdom_mexicano;Reino;;;;;;;;;;;;;x
emperor_mexicano;Emperador;;;;;;;;;;;;;x
emperor_female_mexicano;Emperatriz;;;;;;;;;;;;;x
empire_mexicano;Imperio;;;;;;;;;;;;;x
empire_of_mexicano;Imperio de;;;;;;;;;;;;;x

title_prince_mexicano;Príncipe;;;;;;;;;;;;;x
title_prince_female_mexicano;Princesa;;;;;;;;;;;;;x

city_baron_mexicano;Alcalde;;;;;;;;;;;;;x
city_baron_female_mexicano;Alcaldesa;;;;;;;;;;;;;x
city_barony_mexicano;Ciudad;;;;;;;;;;;;;x
city_barony_of_mexicano;Ciudad de;;;;;;;;;;;;;x
city_count_mexicano;Corregidor;;;;;;;;;;;;;x
city_count_female_mexicano;Corregidora;;;;;;;;;;;;;x
city_county_mexicano;Municipio Libre;;;;;;;;;;;;;x
city_county_of_mexicano;Municipio Libre de;;;;;;;;;;;;;x
city_duke_mexicano;Síndico;;;;;;;;;;;;;x
city_duke_female_mexicano;Síndica;;;;;;;;;;;;;x
city_duchy_mexicano;República;;;;;;;;;;;;;x
city_duchy_of_mexicano;República de;;;;;;;;;;;;;x
city_king_mexicano;Custodio;;;;;;;;;;;;;x
city_king_female_mexicano;Custodia;;;;;;;;;;;;;x
city_kingdom_mexicano;Estado Libre;;;;;;;;;;;;;x
city_kingdom_of_mexicano;Estado Libre de;;;;;;;;;;;;;x
city_empire_mexicano;Estados Unidos;;;;;;;;;;;;;x
city_empire_of_mexicano;Estados Unidos de;;;;;;;;;;;;;x
city_emperor_mexicano;Presidente-Gobernador;;;;;;;;;;;;;x
city_emperor_female_mexicano;Presidenta-Gobernadora;;;;;;;;;;;;;x


#################################NORTEÑOS#################################

baron_norteno;Terrateniente;;;;;;;;;;;;;x
baron_female_norteno;Terratenienta;;;;;;;;;;;;;x
barony_of_norteno;Villa de;;;;;;;;;;;;;x
barony_norteno;Villa;;;;;;;;;;;;;x
count_norteno;Señor;;;;;;;;;;;;;x
count_female_norteno;Señora;;;;;;;;;;;;;x
county_of_norteno;Cantón de;;;;;;;;;;;;;x
county_norteno;Cantón;;;;;;;;;;;;;x
duke_norteno;Prefecto;;;;;;;;;;;;;x
duke_female_norteno;Prefecta;;;;;;;;;;;;;x
duchy_of_norteno;Estado de;;;;;;;;;;;;;x
duchy_norteno;Estado;;;;;;;;;;;;;x
king_norteno;Rey;;;;;;;;;;;;;x
king_female_norteno;Reina;;;;;;;;;;;;;x
kingdom_of_norteno;Reino de;;;;;;;;;;;;;x
kingdom_norteno;Reino;;;;;;;;;;;;;x
emperor_norteno;Jefe de Jefes;;;;;;;;;;;;;x
emperor_female_norteno;Jefa de Jefes;;;;;;;;;;;;;x
empire_norteno;Imperio;;;;;;;;;;;;;x
empire_of_norteno;Imperio de;;;;;;;;;;;;;x

title_prince_norteno;Príncipe;;;;;;;;;;;;;x
title_prince_female_norteno;Princesa;;;;;;;;;;;;;x

city_baron_norteno;Alcalde;;;;;;;;;;;;;x
city_baron_female_norteno;Alcaldesa;;;;;;;;;;;;;x
city_barony_norteno;Ciudad;;;;;;;;;;;;;x
city_barony_of_norteno;Ciudad de;;;;;;;;;;;;;x
city_count_norteno;Corregidor;;;;;;;;;;;;;x
city_count_female_norteno;Corregidora;;;;;;;;;;;;;x
city_county_norteno;Municipio Libre;;;;;;;;;;;;;x
city_county_of_norteno;Municipio Libre de;;;;;;;;;;;;;x
city_duke_norteno;Síndico;;;;;;;;;;;;;x
city_duke_female_norteno;Síndica;;;;;;;;;;;;;x
city_duchy_norteno;República;;;;;;;;;;;;;x
city_duchy_of_norteno;República de;;;;;;;;;;;;;x
city_king_norteno;Custodio;;;;;;;;;;;;;x
city_king_female_norteno;Custodia;;;;;;;;;;;;;x
city_kingdom_norteno;Estado Libre;;;;;;;;;;;;;x
city_kingdom_of_norteno;Estado Libre de;;;;;;;;;;;;;x
city_empire_norteno;Estados Unidos;;;;;;;;;;;;;x
city_empire_of_norteno;Estados Unidos de;;;;;;;;;;;;;x
city_emperor_norteno;Presidente-Gobernador;;;;;;;;;;;;;x
city_emperor_female_norteno;Presidenta-Gobernadora;;;;;;;;;;;;;x

############################MEXICAN GOVERNMENT###########################

mex_baron;Secretario;;;;;;;;;;;;;x
mex_baron_female;Secretaria;;;;;;;;;;;;;x
mex_barony_of;Ejido de;;;;;;;;;;;;;x
mex_barony;Ejido;;;;;;;;;;;;;x
mex_count;Legatario;;;;;;;;;;;;;x
mex_count_female;Legataria;;;;;;;;;;;;;x
mex_county_of;Municipio de;;;;;;;;;;;;;x
mex_county;Municipio;;;;;;;;;;;;;x
mex_duke;Prefecto;;;;;;;;;;;;;x
mex_duke_female;Prefecta;;;;;;;;;;;;;x
mex_duchy_of;Provincia de;;;;;;;;;;;;;x
mex_duchy;Provincia;;;;;;;;;;;;;x
mex_king;Comisario;;;;;;;;;;;;;x
mex_king_female;Comisaria;;;;;;;;;;;;;x
mex_kingdom_of;Comisariado de;;;;;;;;;;;;;x
mex_kingdom;Comisariado;;;;;;;;;;;;;x
mex_emperor;Benemérito;;;;;;;;;;;;;x
mex_emperor_female;Benemérita;;;;;;;;;;;;;x
mex_job_chancellor;Secretario de Relaciones Exteriores;;;;;;;;;;;;x 
mex_job_marshal;General Sedena;;;;;;;;;;;;;x
mex_job_treasurer;Secretario de Hacienda;;;;;;;;;;;;x
mex_job_spymaster;Secretario de Seguridad Pública;;;;;;;;;;;;x
mex_job_spiritual;Capellán General;;;;;;;;;;;;;x

mex_title_prince;Nobelísimo;;;;;;;;;;;;;x
mex_title_prince_female;Nobelísima;;;;;;;;;;;;;x

vice_royalty_duke_mexicano;Jefe Político;;;;;;;;;;;;;x
vice_royalty_duke_female_mexicano;Jefa Política;;;;;;;;;;;;;x
vice_royalty_duchy_of_mexicano;Departamento de;;;;;;;;;;;;;x
vice_royalty_king_mexicano;Capitán General;;;;;;;;;;;;;x
vice_royalty_king_female_mexicano;Capitana Generala;;;;;;;;;;;;;x
vice_royalty_kingdom_of_mexicano;Capitanía de;;;;;;;;;;;;;x
vice_royalty_duchy_mexicano;Departamento;;;;;;;;;;;;;x
vice_royalty_kingdom_mexicano;Capitanía;;;;;;;;;;;;;x

vice_royalty_duke_norteno;Jefe Político;;;;;;;;;;;;;x
vice_royalty_duke_female_norteno;Jefa Política;;;;;;;;;;;;;x
vice_royalty_duchy_of_norteno;Departamento de;;;;;;;;;;;;;x
vice_royalty_king_norteno;Capitán General;;;;;;;;;;;;;x
vice_royalty_king_female_norteno;Capitana Generala;;;;;;;;;;;;;x
vice_royalty_kingdom_of_norteno;Capitanía de;;;;;;;;;;;;;x
vice_royalty_duchy_norteno;Departamento;;;;;;;;;;;;;x
vice_royalty_kingdom_norteno;Capitanía;;;;;;;;;;;;;x


#############BAJA CALIFORNIA INFLUENCED BY EMPIRE OF CALIFORNIA################

baron_californiano;Magistrado;;;;;;;;;;;;;x
baron_female_californiano;Magistada;;;;;;;;;;;;;x
barony_of_californiano;Jurisdicción de;;;;;;;;;;;;;x
barony_californiano;Jurisdicción;;;;;;;;;;;;;x
count_californiano;Subprefecto;;;;;;;;;;;;;x
count_female_californiano;Subprefecta;;;;;;;;;;;;;x
county_of_californiano;Subprefectura de;;;;;;;;;;;;;x
county_californiano;Subprefectura;;;;;;;;;;;;;x
duke_californiano;Prefecto;;;;;;;;;;;;;x
duke_female_californiano;Prefecta;;;;;;;;;;;;;x
duchy_of_californiano;Prefectura de;;;;;;;;;;;;;x
duchy_californiano;Prefectura;;;;;;;;;;;;;x
king_californiano;Rey;;;;;;;;;;;;;x
king_female_californiano;Reina;;;;;;;;;;;;;x
kingdom_of_female_californiano;Reino de;;;;;;;;;;;;;x
kingdom_female_californiano;Reino;;;;;;;;;;;;;x
emperor_californiano;Emperador;;;;;;;;;;;;;x
emperor_female_californiano;Emperatriz;;;;;;;;;;;;;x
empire_of_californiano;Imperio de;;;;;;;;;;;;;x
empire_californiano;Imperio;;;;;;;;;;;;;x

job_marshal_californiano;Gran Comandante;;;;;;;;;;;;;x
job_chancellor_californiano;Maestro de Ceremonias;;;;;;;;;;;;;x
job_treasurer_californiano;Superintendente de Ingresos;;;;;;;;;;;;;x
job_spymaster_californiano;Investigador de Transgresiones;;;;;;;;;;;;;x


####################################CHICANO#################################

baron_chicano;Barón;;;;;;;;;;;;;x # basically just translated the English titles
baron_female_chicano;Baronesa;;;;;;;;;;;;;x
barony_of_chicano;Baronía de;;;;;;;;;;;;;x
barony_chicano;Baronía;;;;;;;;;;;;;x
count_chicano;Conde;;;;;;;;;;;;;x
count_female_chicano;Condesa;;;;;;;;;;;;;x
county_of_chicano;Condado de;;;;;;;;;;;;;x
county_chicano;Condado;;;;;;;;;;;;;x
duke_chicano;Duque;;;;;;;;;;;;;x
duke_female_chicano;Duquesa;;;;;;;;;;;;;x
duchy_of_chicano;Ducado de;;;;;;;;;;;;;x
duchy_chicano;Ducado;;;;;;;;;;;;;x
king_chicano;Rey;;;;;;;;;;;;;x
king_female_chicano;Reina;;;;;;;;;;;;;x
kingdom_of_chicano;Reino de;;;;;;;;;;;;;x
kingdom_chicano;Reino;;;;;;;;;;;;;x
empire_chicano;Imperio;;;;;;;;;;;;;x
empire_of_chicano;Imperio de;;;;;;;;;;;;;x
emperor_chicano;Emperador;;;;;;;;;;;;;x
emperor_female_chicano;Emperatriz;;;;;;;;;;;;;x

title_prince_chicano;Príncipe;;;;;;;;;;;;;x
title_prince_female_chicano;Princesa;;;;;;;;;;;;;x

city_baron_chicano;Alcalde;;;;;;;;;;;;;x
city_baron_female_chicano;Alcaldesa;;;;;;;;;;;;;x
city_barony_chicano;Ciudad;;;;;;;;;;;;;x
city_barony_of_chicano;Ciudad de;;;;;;;;;;;;;x
city_count_chicano;Alcalde Mayor;;;;;;;;;;;;;x
city_count_female_chicano;Alcaldesa Mayor;;;;;;;;;;;;;x
city_county_chicano;Gran Ciudad;;;;;;;;;;;;;x
city_county_of_chicano;Gran Ciudad de;;;;;;;;;;;;;x
city_duke_chicano;Noble Propietario;;;;;;;;;;;;;x
city_duke_female_chicano;Noble Propietaria;;;;;;;;;;;;;x
city_duchy_chicano;República;;;;;;;;;;;;;x
city_duchy_of_chicano;República de;;;;;;;;;;;;;x
city_king_chicano;Noble Director;;;;;;;;;;;;;x
city_king_female_chicano;Noble Directora;;;;;;;;;;;;;x
city_kingdom_chicano;Estado Libre;;;;;;;;;;;;;x
city_kingdom_of_chicano;Estado Libre de;;;;;;;;;;;;;x
city_empire_chicano;Estados Unidos;;;;;;;;;;;;;x
city_empire_of_chicano;Estados Unidos de;;;;;;;;;;;;;x
city_emperor_chicano;Noble Ejecutivo;;;;;;;;;;;;;x
city_emperor_female_chicano;Noble Ejecutiva;;;;;;;;;;;;;x


######RELIGIOUS######

temple_baron_mictlantec;Priest;;;;;;;;;;;;;x
temple_baron_mictlantecs;Priests;;;;;;;;;;;;;x
temple_count_mictlantec;High Priest;;;;;;;;;;;;;x
temple_duke_mictlantec;Archpriest;;;;;;;;;;;;;x
temple_king_mictlantec;King-Priest;;;;;;;;;;;;;x
temple_emperor_mictlantec;Emperor-Priest;;;;;;;;;;;;;x
temple_baron_female_mictlantec;Priestess;;;;;;;;;;;;;x
temple_count_female_mictlantec;High Priestess;;;;;;;;;;;;;x
temple_duke_female_mictlantec;Archpriestess;;;;;;;;;;;;;x
temple_king_female_mictlantec;Queen-Priestess;;;;;;;;;;;;;x
temple_emperor_female_mictlantec;Empress-Priestess;;;;;;;;;;;;;x
temple_barony_of_mictlantec;Panteón de;;;;;;;;;;;;;x
temple_county_of_mictlantec;Theocracy of;;;;;;;;;;;;;x
temple_duchy_of_mictlantec;Theocracy of;;;;;;;;;;;;;x
temple_kingdom_of_mictlantec;Theocracy of;;;;;;;;;;;;;x
temple_empire_of_mictlantec;Theocracy of;;;;;;;;;;;;;x

temple_baron_sacred_heart;Presbítero;;;;;;;;;x
temple_barony_of_sacred_heart;Presbiterio de;;;;;;;;;x
temple_count_sacred_heart;Vicario;;;;;;;;x
temple_county_of_sacred_heart;Vicariato de;;;;;;;;;x
temple_duke_sacred_heart;Obispo;;;;;;;;;x
temple_duchy_of_sacred_heart;Obispado de;;;;;;;;;x
temple_king_sacred_heart;Principe Obispo;;;;;;;;;x
temple_kingdom_of_sacred_heart;Theocracy of;;;;;;;;;x

temple_baron_cristo_rey;Abad;;;;;;;;;x
temple_barony_of_cristo_rey;Abadía de;;;;;;;;;x
temple_count_cristo_rey;Abacondes;;;;;;;;;x
temple_county_of_cristo_rey;Abacondado de;;;;;;;;;x
temple_duke_cristo_rey;Archiabad;;;;;;;;;x
temple_duchy_of_cristo_rey;Archiabadía de;;;;;;;;;x
temple_king_cristo_rey;Abad Primado;;;;;;;;;x
temple_kingdom_of_cristo_rey;Abadía Mayor de;;;;;;;;;x

temple_baron_sol_invicta;Ministro;;;;;;;;;x
temple_barony_of_sol_invicta;Oratorio de;;;;;;;;;x
temple_count_sol_invicta;Director;;;;;;;;;x
temple_county_of_sol_invicta;Recinto de;;;;;;;;;x
temple_duke_sol_invicta;Guardian;;;;;;;;;x
temple_duchy_of_sol_invicta;Arca de;;;;;;;;;x
temple_king_sol_invicta;Ministro Primado;;;;;;;;;x
temple_kingdom_of_sol_invicta;Santuario Luminario de;;;;;;;;;x

######################CRISTO REY###################################

emperor_cristo_rey;Rey Católico;;;;;;;;;;;;;x
emperor_female_cristo_rey;Reina Católica;;;;;;;;;;;;;x

#############################TONALTECA###############################



###########Minor Titles###########

title_tapado;Tapado;;;;;;;;;;;;;x
title_tapado_desc;The Tapado is selected in secret by the Emperador and then revealed publicly with "el Dedazo" — the finger — to be his chosen successor upon his death. Only very rarely does the transition of power not follow the traditions of el Dedazo.;;;;;;;;;;;;;x
title_presidente;Presidente;;;;;;;;;;;;;x
title_presidente_desc;The title of Presidente was once one of the many great titles given to the Emperador. Now it is a ceremonial position granted to his children or relatives;;;;;;;;;;;;;x
title_benemerito;Benémerito;;;;;;;;;;;;;x
title_benemerito_desc;;;;;;;;;;;;;;x
title_secretary_of_public_information;Grand Corridero;;;;;;;;;;;;;x
title_secretary_of_public_information_desc;The Grand Corridero must chronicle the heroic deeds of the Emperador in the form of song so that he will be remembered for generations to come.;;;;;;;;;;;;;x
